,review,yuyong
699,"며칠써보았는데 정말좋아요
 매끈해지고 정리되는 느낌이에요 ㅎㅎ",0.0034
700,"좋아요bb
 피부타입
 복합성에 좋아요
 피부고민
 진정에 좋아요
 자극도
 보통이에요
 유명해서 샀는데 마음에 들어 추가구입합니다.닥토로 사용하기 좋아요",0.0035
701,"좋아요
 그냥 무난
 뭐 더 할것도없고
 닥토에 최고
 성분 미니멀한게마음에들어요",0.0046
702,이것보다 더 대용량 나오면 좋겠어요!!!! 세수하고 닦아내기 제일 좋은 토너,0.0036
703,"독토토너 좋습니다
 피부타입
 건성에 좋아요
 피부고민
 보습에 좋아요
 자극도
 자극없이 순해요
 처음써보 독도토너 좋습니다 사용하기좋아요",0.005
704,대용량이라 안맞으면 어떡하나 민감성이라 걱정했는데 순하고 잘맞는거같아요,0.0045
705,사용감이 산뜻하고 깔끔합니다! 민감성 피부인데 자극없이 순하고 좋은것같아요 로션이랑도 조합이 좋은것같아요!,0.0046
706,"독도라는 자부심에 선택했는데 부드럽구요.
 피부에 닿는 느낌이 부드럽습니다.
 끈적임도 덜해 추천합니다.",0.0039
707,"마스크 쓰면서 얼굴에 붉은기가 많아져서 써봤는데 자극 없이 순해요 :) 피부 진정도 되고, 크림하고 같이쓰면 보습도 좋아요",0.0043
708,순한 제품 찾다가 저번에 작은거 사서 사용해봤는데 자극없이 순해서 재구매했어요 대용량으루!!!,0.0039
709,"유명한데 다 이유가 있네요!!
 순하고 가볍고 바르고 나서도 좋아요!!
 끈적이는거 진짜 싫어하는데 안그래서 너무 좋네요!!",0.0037
710,얼굴에 뜨는 느낌 없이 가볍고 화장솜에 적셔서 가끔 팩처럼 사용하면 얼굴 열 진정 되는 효과도 있는 거 같아요 좋음,0.0042
711,"엄청 순하고 화해어플1위라고 해서 대용량으로 구매했는데
 저는 왜 빨갛게 피부가 변한건지 모르겠네요ㅠ̑̈ ㅠ̑̈",0.0034
712,"좋다고해서삿는데 아직 크게와닿진않고 그냥 쓰고있어요
 건성에 예민한피부인데 트러블은없이 잘쓰고는있어요",0.004
713,계속 사용중인 토너인데 대용량 행사가로 구매해서 너무 좋네요. 제형이 많이 묽지만 자극없고 보습력도 좋은것 같아요.,0.0061
714,"강추합니다! 순하고 촉촉해용
 피부타입
 건성에 좋아요
 피부고민
 진정에 좋아요
 자극도
 자극없이 순해요
 5통 넘게 이제품만 사용하고있어요!
 좁쌀 여드름이 심했었는데, 닥토하면서 많이 좋아졌습니다!
 정말 순해서 피부에 자극이 없습니다!! 추천합니당",0.6577
715,"성분이 순해서 부담없이 쓰고있어요
 닥토용으로 샀는데 요즘 닥토가 안좋다해서 스킨대용으로 쓰고있습니다",0.0039
716,평소에 토너를 많이 써서 금방 닳는 편인데 대용량이라 아주 좋습니다!! 저자극이라 예민한 피부인데도 사용하기 좋아요!,0.0035
717,"순하고좋아요
 피부타입
 지성에 좋아요
 피부고민
 진정에 좋아요
 자극도
 자극없이 순해요
 좋아요 좋아용 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요",0.0058
718,"대용량이라 만족합니다
 오래오래 쓰기에 좋고 순해서
 씁니다~가격이 조금 더 저렴하면 좋을듯!",0.0036
719,"순해서 너무 좋아요
 피부타입
 건성에 좋아요
 피부고민
 보습에 좋아요
 자극도
 자극없이 순해요
 한번 선물로 조금한거 받고 너무 좋아서 큰사이즈로 또 구입했는데 순하고 자극없어서 너무 좋고 향도 무향이고 또 구매할것같아요",0.9561
720,늘 쓰던 제품! 크게 단점이 없는게 장점인 제품입니당. 그래서 인기가 많은지 자주 품절돼용 ㅠㅠㅠ..대용량 있으니까 맘 놓고 써야겠어용 ㅎㅎ,0.0039
721,데일리 각질정리 하려고 유명한 독도토너 사봤습니다. 수분이 채워지는 느낌이었고 자극이 없었어요. 순한 느낌이라 좋습니다.,0.0046
722,"스킨이 떨어져서 구매했는데,역시 자극없고,건성인 저한테 잘 맞는거 같습니다",0.0039
723,적당한 보습과 무난하고 순하게 쓰기 좋아요 나중에도 재 구매 의사 있어요,0.0034
724,"순해서 무난하게 잘써용ㅎㅎ
 닦토하는데 괜찮은거ㄱ 같아용",0.0044
725,그냥 무난한 토너 끝판왕 수분 적당하고 물같아서 부담없이 잘 바를 수 이썽요,0.0035
726,"세일을 하지 않아서 좀 아쉽네요
 더 저렴하게 구매햇으면",0.0042
727,토너는 진짜 이만한게 없는 듯. 기능성 화장품은 아니지만 제일 무난하고 순하고!!!,0.0039
728,"소문만 듣다가 처음 써보는데 기존에 쓰던 스킨보다 더 촉촉하고 좋아요
 계속 쓸것같아요",0.0033
729,유명한 제품이라 한 번 써보려고 샀습니다. 마몽드 로즈토너보다 진득함.,0.0037
730,완전 지성피부입니다. 스킨 같은 경우 순해서 데일리로 쓰기 정말 좋아요,0.0036
731,친구한테 저에게 추천했는데 사용하고 싶습니다.,0.0055
732,"다시 쓰기 시작한 독도토너 
 늘 쓰면서 느끼지만 자극이 없어서 순하고 좋아요",0.0037
733,두번째구매 ㅎ 토너가 순해서 쓰기 편하다고 하네요 여드름이 살짝 있는편,0.0035
734,좋습니다. 할인할 때 살 수있어서 좋아요. 계속이용할께요,0.0039
735,민감한피부라면 부담 없는 무난한 기본 스킨 사용하기괜찮아요~,0.0034
736,아주아저 순해서 아토피있는 친구에게도 막 바르라고 할 정도네요,0.0034
737,순해서 딱히 좋고 안좋고 티는 안나요ㅋㅋ그래서 좋음,0.0049
738,"유명해서 사봤는데 이유를 알겟더라구요
 너무너무 좋아요!!",0.004
739,"무난한 스킨으로 추천해요!!
 향도 없고 무난합니다",0.0032
740,"열심히 쓰진않았지만 거부감은 없습니다
 꾸준히 써 보고 도움드릴께요",0.0036
741,"액체로 되어있구 편하게 바르기 좋아요
 세안후 바랏어요",0.0031
742,굉장히 순하고 좋아서 계속 구매하고 있어요711,0.0038
743,"독도토너 유명해서 한번 구매해봤어요
 솜으로 팩도하고 용량이커서 막 바르고 있어요",0.0038
744,"쟁여놓고 쓰는 아이템입니다 
 순하거 짐승용량이라 부담없이 씁니다 
 #스킨",0.0035
745,기대 안했는데 너무 좋아요. 진정에도 좋고 보습에도 도움돼요.,0.0034
746,"순 하긴해요 근데 그러다보니 다른 후기처럼의 극찬은 모르겟,,",0.0027
747,건성이라 각질이 많이 생기는데 이거 쓰고 나면 확실히 각질이 정리되는 느낌이라서 좋아요,0.004
748,"닦토용으로 구매 했습니다.
 클렌징 세안 후 화장솜에 묻혀 사용하면 더 깨끗해지는 기분!",0.0046
749,여드름성 피부인데 독도토너쓰고 크게 여드름 번지는것 같지 않아서 꾸준히 쓰고 있어요,0.0034
750,"세안 후 사용함
 끈적임과 당김없고 용량도 많아서 굿.",0.0041
751,"무매력이 매력인거같은 느낌...
 그렇게 뭐가 뛰어난건 아닌데 계속 이거 쓰긴해요",0.0036
752,닦아내는용으로 쓰고 있는데 순하니 좋아요 엄마도 같이 쓰고 있어요 ㅎ,0.0034
753,닦토로 사용하면 각질도 잘 닦이고 자극 없이 순하게 사용하디 좋아요,0.0049
754,양도 많고 순하고 자극적인 향도 없어서 맘에 듭니다.,0.0034
755,언니가 아마5통째 쓰고있는데 그렇개 좋다고하네요,0.0042
756,가볍게 각질제거가 되는거같아요 그냥 순해서 쓰는정도입니다,0.0031
757,"친구 추천으로 써보게 되었는데 정말 순하고
 괜찮아서 대용량으로 구매하였습니다",0.0043
758,머리 말릴때 화장솜에 적셔서 팩처럼 써요^^ 쓴날과 안쓴날 피부 촉촉함이 달라요,0.0038
759,몇통째 사용 중입니다. 무난하고 부드러워서 좋아요,0.0037
760,피부 진정에 좋은 것 같아요. 촉촉하게 발림성도 좋습니다!,0.0039
761,트러블도 안나고 가볍게 쓰기 좋은 토너 제품이에오,0.0046
762,이거생각보다 개꿀임 님들도사세여 또사세요오오오,0.005
763,매우좋습니다 매번사용하는거라이번에도 구매하게죄엇습니다이이,0.0042
764,"피부 유목민 이였는데 기초제품을
 선택하는게 오히려 어렵더라구요",0.0038
765,물 같이 엄청 순하고 촉촉하고 피부느낌이 진짜 좋습니다,0.0041
766,닦토로 쓰려고 구매했어요. 용량이 많아서 아낌없이 쓸 수 있어서 좋아요 ㅎㅎ,0.0032
767,이거 써보면 다른 거 못 씁니다. 최고입니다.,0.0033
768,진정에 좋아요 보습은 모르겠고 순한건 확실합니다.,0.0049
769,"어느 부분이 좋은지
 잘 모르겠는데... 그냥 무난하게 쓰기 좋아요 ㅎㅎ",0.0033
770,"대용량에 놀라고 대만족해서 잘 쓰고 있어요 
 발랐을때 산뜻하고 촉촉한 느낌이 너무 좋아요",0.0032
771,제품 좋습니다. 잘 사용하고 있어요. ㅎㅎ 다음에 또 사용하고싶네요.,0.003
772,"그냥 가볍게 닦아서 쓰는 토너로 사용중이예요
 가벼운 느낌의 물제형 토너입니다.",0.004
773,자극없이 순하게 바르기 좋아요. 저녁에 이것만이라도 간단하게 바르려고요.,0.003
774,지겹템인만큼 손이 많이감 끈적이지 않고 순해서 수시로 닦토로좋은듯,0.0044
775,물 같고 향도 없고 촉촉하고 기본 스킨으로 딱 알맞는 제품이네요,0.0043
776,"듣던대로 순하고 좋은 제품 같아요
 무향 무취입니다.
 2차 세안으로 딱 입니다",0.0033
777,항상 잘 사용하고 있습니다~~! 자극도 없고 피부결 정돈에도 도움 되는 것 같아요,0.0037
778,잘은 모르겠지만 엄청 순한거 같아용!!!!!!!,0.0043
779,"아아들이 토너는 이거만 써ㅇ저극적이지 않고
 사용허기 좋아요
 순해요",0.0043
780,클렌징워터도 독도클렌장을 쓰고있어서 한번 사봤어요. 괸찮네요.,0.0039
781,"피부에 자극없이 순하고 
 보습력도 뛰어남. 역시독도",0.0049
782,"지복합성입니다 각질 제거는 안됩니다
 그래도 자극없어서 눈에 들어가도 안아파서 좋아요",0.0039
783,세일해서 새로운 토너로 구입해봤습니다 :) 저에게 잘 맞길,0.0039
784,무향이고 크기가 커서 부담없이 사용할 수 있어서 좋아여,0.0041
785,자극없이 순해서 매번 구매중이에요. 좋은거같아요.,0.0043
786,"라운드랩 1025 독도 토너 피부자극이 없고 사용하는데
 아주좋습니다.",0.0029
787,샘플까지 구성도좋고 양많아서 좋습니다 자극없고 순해요~~,0.0038
788,독도 토너 유명해서 클렌징이랑 같이 쓰는데 순하고 좋아요,0.0039
789,닦토 용으로 샀습니다. 성분이 순해서 구매했습니다.,0.0035
790,엄청 좋지도 트러블이 나지도 않아요 무난무난항거 같아요,0.0038
791,진정에 좋아서 자주 쓰고있습니다 또 구매할거 같아요!,0.0033
792,지금 사용중인데요..만족합니다..깨끗한 피부를 위해,0.0044
793,닦토하기에 제일 좋은제품인것 갗아료. 오전에 쓰기 부담 없어요,0.005
794,저는 화장솜에 가득적셔서 팩으로 이용하는데 좋아요,0.0042
795,"건조하지않고 좋아요 복합성 한테 좋아요
 끈적거리지않고 보송해요",0.0042
796,"항상쓰는제품인데쓸때마다좋아요
 배송도빠릅니다.
 ㄱ",0.0039
797,순해서 토너팩하기 좋고 정착해서 이거만 써서 세일할때마다 쟁여놓습니다!,0.0025
798,순하고 스킨팩 쓰기에도 좋아요 콧물제형이 아니라 좋아요,0.0055
799,유명하다고 해서 사봤는데 저한테는 그냥그냥 무난해요,0.0044
800,5토너법 사용하기 제일 좋은것 같아요 끈적이지도 않고 정말 순합니다,0.0047
801,"순하고 사계절 모든 피부에 다 쓰기 좋은거 같아요
 구매 재구매 계속 쓸거 같아요",0.0035
802,상품평이 좋아서 사 봤는데 기대 이상 이예요 쭉 써도 될 것 같아요,0.0039
803,결국 대용량을 구매하게 되는 토너입니다 다음에도 역시 대용량구매할예정이구요 ㅎㅎ,0.0028
804,물 같은 제형인데 바르면 수분이 채워지는 느낌이라 좋아요.,0.0038
805,유명한데엔 이유가 있네요 민감한 트러블 피분데 잘 사용해요,0.0037
806,"닦토로 잘 사용중 
 굳굳!!!! 건조하지도않고
 좋아요",0.0037
807,가볍게 쓰기 좋아여 닥토로도 쓰구 팩으로도 잘 사용하고 있어여 ❤,0.0036
808,닥토하기좋음 그러나 정ㅈ수라능것~ 물이랑 똑같다,0.0049
809,"고등학생 딸 쓰려고 샀는데
 좋다고 하네요
 감사합니다",0.0045
810,화해에서 인기기 엄청있더라구요. 인터넷 후기도좋더라구요 그래서저도하나 쟁겨뒀어요,0.0039
811,수분감이 적당하게 유지되고 순해서 부담없이 쓸 수 있어서 좋아요,0.0039
812,"진짜 소문대로 순하고 좋네유
 7스킨하기에듀 딱 좋고 향도 없어서 좋아용",0.006
813,자극없이 순하고 좋아용 스킨처럼 그냥 묻혀서 쓰기에 가성비도 좋아서 괜찮아요 ㅎㅎ,0.0052
814,항상 사용하는 독도토너라 잘 사용하고 있습니다. 순하고 좋습니다!,0.0052
815,"너무 잘사용하고잇어요
 다음에도 구매의사잇어요 
 좋아요",0.0034
816,닥토로 딱 좋아요~용량도 넉넉하고 자극없어 좋습니다,0.0047
817,용량 커서 닦토랑 팩용으로 팍팍쓰기 좋아서 샀어요 만족,0.0053
818,일단 성분이 좋아서 선택하게 됐고 세일 기간에 구매해서 가격적인 측면에서도 맘에 들어요!,0.0037
819,촉촉하고 너무 순해서 민감한 피부인 저에게는 너무 사용하기 좋습니다!!,0.004
820,아주 잘 쓰고있어요 언제든 없어지기전에 사둡니다,0.0043
821,순한스킨을 찾다가 독도토너가 좋다고해서 두통째 재구매해서 동생이랑 같이 쓰고있어용,0.0042
822,"사계절 사용하네요. 피부 결 정돈때도 쓰고닦아
 내는 토너로도 씁니다.",0.0046
823,화장품에 예민하고 트러블이 생기는 피부인데 문제없이 잘 사용합니다.,0.0042
824,독도토너!엄청순하다는게 냄새에부터 느껴지고 피부에발라도 자극하나 없이 좋아요!강추,0.0046
825,"순하고 가격대비 가성비가 좋아요.
 추천합니다.",0.0032
826,독도토너 여즘 너무 ㅇㅠ명해서 한번 구매해봤는데 젛아요,0.0034
827,늘 재구매하는 제품입니다. 순해서 계속 쓰게됩니다,0.003
828,"꾸준히 쓰고 있는 제품입니다.
 콧물 제형은 안맞는데 이건 물스킨히라 좋아요",0.0038
829,"토너팩하기 딱 좋은 스킨같아요
 각질제거 성분 들어가 있는데도 순하고 맘에 들어오",0.0039
830,친구가 맨날쓰는거라 사줬어요~ 좋아하네요!!!,0.0035
831,"아주 베이직,,,특별한건 없지만 크게 탈 날 것도 없는 무난한 제품이네요",0.0039
832,"독도라인은 전부 유명해서, 한번사용하면 후회는 없는듯",0.0043
833,촉촉하고 너무 좋아요~벌써 2통 넘게 쓰고있어요~,0.0035
834,예전에 200ml쓰다가 좋아서 이번에 대용량으로 구매했어요,0.0031
835,"닦토로 사용하고 있어요!
 예민한 피부이지만 무난하게 잘 사용하고 있어요!",0.0041
836,자극없이 순하고 용량도 많아서 세 통째 쓰고있어요,0.0044
837,"대용량 자극없는 스킨은 피부 닦는 것에 아주 합리적이죠
 가격도 저렴해 순해 막 씁니다",0.0044
838,"닦토용으로 구입합니다
 복합성 피부에 적합해요
 추천",0.0048
839,이것만 씁니다. 왜 인기가 많은지 알게 됩니다. 꼭 써보세요.,0.003
840,인생토너 찾았어요 강추에요 세일할 때마다 대용량으로 삽니다,0.0033
841,늘 쓰는 제품 ㅜㅜ너무 좋아요! 항상 쟁여둬요~,0.003
842,"순하고 부드럽고.
 저자극 상품 .넘좋아요~^^",0.0042
843,독도 토너 유명해서 구매했는데 유명한 이유는 역시 다 있는거같아오,0.0046
844,한번 쓸 때 많은 양을 쓰게 돼서 생각보다 빨리 다 써요,0.0035
845,화해1등상품이라가장좋습니다 화학성분도없고 순하여좋습니다,0.0046
846,5번정도 덧바르고 기초 하면 안건조하고 좋아요 자극없이 순해서 재구매5번,0.0045
847,완전 무난하고 자극 없고 그냥 계속 사게 되는 템,0.0049
848,순해서 좋다는말에 처음 샀었는데 이젠 독도스킨없으면 안될지경이에요ㅎㅎ,0.0037
849,닦토로 쓰기 무난합니다. 대용량이라 아낌없이 쓰기 좋아요.,0.0046
850,대용량 다 쓸 걱정없이 마음껏 쓰다가 사면 될 거 같아서 좋아요,0.005
851,저랑은 잘 안맞는 거 같아요ㅜㅜ 뭔가 겉도는 느낌들고 그러네요,0.0031
852,대용량으로 구입해서 빈 용기에 덜어 온 가족이 잘 쓰고 있어요,0.0042
853,피부가 예민한 편인데 자극없이 잘 쓰고 있는 제품이에요!,0.0035
854,"대용량이라 오래쓸꺼 같아요
 기힉으류 100미리듀 줬여요",0.003
855,"사춘기 여드름피부에 좋다고해서 구입했어요. 좀더사용해봐야겠지만, 순하고 좋은거 같아요.",0.0042
856,딱토용으로 구매한거라 좋아요~피부결도 정리되고 촉촉합니다,0.0041
857,닦토용으로 꾸준히 구매중 그냥저냥쓸만해요~~~~,0.0037
858,세일할 때 구매하면 가격도 괜찮고 성분도 괜찮아요!,0.0043
859,원래사용하던제품입니다요 좋아용 촉촉하고 자주이용할게요,0.0032
860,독도토너ㅕ 할상쓰는 제품입니다 순하고좋아요 귯,0.0028
861,닦토로 쓰기 무난하게 좋은거같아요 부담없게!!,0.0049
862,"오일과 섞어 미스트 만들어 쓰기 좋아요
 큰 기능성 없지만 미스트 제조용으로 딱",0.004
863,자극없이 정말 순하규 좋습니다 몇번째 재구매하는지 모르겠네용,0.0034
864,"무난하게 쓰기가 좋은 것 같아요
 지금 재구매에요",0.0032
865,"자극 없고 좋은 것 같습니다
 담에 또 살게요~",0.0038
866,자극없이 보습감이 뛰어니서 요즘 겨울에 딱이에요,0.0043
867,2년째 사용중인데 자극없이 순해서 아주 좋아요.,0.0039
868,"순하고 촉촉해서 진짜 몇통을 썼는지 모를정도
 쟁여놓고 씁니다",0.0056
869,용량이 커서 오래오래 쓸수 있겠네요. 자극없이 쓸수있는 토너예요.,0.0034
870,몇통 째 구매중입니다 물같은 토너 좋아해서 맘에 들어용,0.0031
871,토너 부분에서 유명하길래 샀어요. 써보니까 기본적인 토너 느낌입니다.,0.0036
872,자주 쓰는 토너라서 이번에 대용량으로 샀는데 역시나 좋네요. 성분도 좋아요.,0.0047
873,피부가 예민해져서 쓰고있는데 잘 쓰고있습니다~~,0.0045
874,두번째 구입합니다. 자극은 못느꼈어요. 순한 것 같아 재구매합니다.,0.0038
875,"이거쓰고 피부 달라짐
 ㄹㅇ로
 토너 입문자
 토너 유목민
 레트기릿",0.0045
876,자극 없는 제품 찾고 있었는데 딱이에요 계속 구매하게 되네요,0.003
877,"순하고 좋아서 헤프게 쓰게 되네요, 더 대용량으로 나왔으면 좋겠어요~!",0.0044
878,"독도토너 순하고 무난하게 쓰기 좋아염!
 3번째 재구매입니다",0.0041
879,그냥 순하고 무난해서 사용하는 제품이예요. 팍팍 쓰기 좋아요,0.0039
880,"순하고 자극없이 아주좋아요
 닦토하기 대용량이라서 부담도없어요",0.0041
881,민감성이라 한번 사봤는데 좋길바라야죠!!ㅋㅋㅋ,0.003
882,시루콧토에 묻혀서 스킨팩 하기 편해요 촉촉해요,0.0038
883,대용량나와서 좋네용~!!! 재구매해서 잘 쓰구있어요,0.0034
884,순한 제품이라 믿고 쓰고 있어요 ㅎㅎ 많이 파세요,0.003
885,"음,. 사용한지 몇개월이지만 좋은지는 아직 잘 모르겠네요?;",0.0037
886,토너는 독도토너죠!! 이것만 몇번째 재구매 ㅎㅎ,0.0035
887,닦토로 정말 좋아요!! 대용량 이라 팍팍 씁니다. 순해서 좋아요,0.0056
888,닥토를 찾던 중 ~유명하고 리뷰도 많아서 한번 구매해 봤어요~아직 사용중인데~~,0.0046
889,순한 제품이에요. 대용량이라 닦토에도 괜찮고 스킨팩하는 용도로도 괜찮은거같아요,0.0031
890,독도스킨은 가볍고 부담없는 가격으로 사용하기 참 좋은것 같아요 취지도 좋구요,0.0039
891,보습력이 진짜 좋은 제품같아요 5번이상 재구매해서 쓰고있는 제품이에요,0.0039
892,진짜 순하고 좋아욜 사실 뭐 안나는게 중요 !! 순해서 진정에 좋고 무난해서 계속 써용,0.0038
893,너무 순수한 게 쓰기가 참 좋은 거 같습니다!,0.0036
894,무난히 쓰기 좋은거같아요! 닦토로 쓰고 있는데 괜찮은거같아요,0.0038
895,여러번 바르면 보습도 되고 좋아요 건성인데 잘 맞아요,0.0048
896,유명한 만큼 역시 좋아요 닦토로 사용하면 피부결도 정리 되는게 바로 느껴져서 좋습니다!!,0.0031
897,"자극없이 순해서 가볍게 쓰기좋아요 ㅎㅎㅎ 순한제품이라, 보습력은 쬐금 부족한듯",0.0039
898,자극없이 순해서 가볍게 스프레이에다가 넣어두고 쓰고 있습니다.,0.0035
899,사용감에 반해서 사용중이에요 가장 청량감있고 깔끔해서 데일리 각질제거 닦토입니다,0.0049
900,순하고 좋네요. 유명한 이유가 있겠죠^^ 독도 클렌징오일이랑 같이 쓰고 있어요.,0.0042
901,"독도 토너
 아이들이 사용하는데 순하고 좋다고 합니다",0.003
902,계속 이 제품만 쓰고 있어요! 순해서 저한테 잘 맞아서 좋아요!,0.0046
903,피부가 예민한편인데 이 토너는 순하고 각질제거도 되는듯 해요,0.0034
904,토너는 이것만써요~~대용량이라 막쓰기좋습니다^^,0.0038
905,토너 유목민들은 이거 써보세용. 엄청 좋아요.,0.0044
906,순하고 무난 촉촉한 토너에요 보습감듀 적당히있고 좋아요,0.0049
907,"자극적이지도 않고 닦토로 사용 중인데 너무 좋네요
 기획상품이라 용량이 커서 좋아요",0.0041
908,항상 쓰던거 재 구매했습니다 배송이 느려서 아쉬워요,0.0048
909,무난하게 쓸수있는 액체형 토너ㅎㅎ조아여조아여~,0.0026
910,닦토하기 좋아요 솔직히 15병은 이상 쓴것 같아요,0.0057
911,아직써보지는 않았어요. 닥토하려고 샀는데 용량이 많아서 좋네요.,0.0033
912,"워낙 유명하고 착한토너라 믿고 구매해요~^^
 세일할때 잘 샀어요~!",0.0044
913,자극없이 순하고 촉촉하고 대용량이라서 넘 좋아요!,0.0039
914,"각질 관리와 진정에 최고에요👍👍
 겨울철 피부 보슴에 효과 만점입니다.",0.0032
915,대용량에 소용량까지 추가된 제품 구성이라 저렴한 가격으로 구매할 수 있어서 좋아요,0.0026
916,양이 많아서 좋아요 피부결 정돈이랑 스킨팩하기에 좋은 거 같아요,0.0038
917,아주 좋습니다 굉장히 상당히 만족스럽네요 굿굿,0.0034
918,"촉촉하고 보습에 좋아요
 화장솜으로 팩하기도 좋구요",0.0061
919,"이거 4통째 사용중이요
 다른거 사도 이건 계속 쟁여놓고 있어요",0.0051
920,순하고 닦토로 좋아요. 물같은 가벼운 제형이예요. 세일하면 재구매 할것같아요.,0.0035
921,자극 없이 순하며 닦토엔 독도토너가 짱짱입니당,0.0035
922,진짜 무난무난 물토너라서 토너에 대해 고민할 때마다 사게 괴는 토너입니다,0.0048
923,순하고 닦토하기 좋습니다! 꾸준히 사용합니다,0.0043
924,자주 사용하는 제품이고 늘 사용합니다. 순해서 좋앙ㅛ,0.003
925,무난무난하게 잘 사용하고 있습니다. 용량이 커서 좋아요,0.0046
926,나산다에서 김영광이 폼클쓰길래 저도 사버ㅏㅅ는데 무난,0.0031
927,첫 사용이라 더 지켜봐야겠지만 인공향도 없고 닦토로 참 좋은 것 같음!,0.0035
928,자극없이 순해서 기초로 쓰기 정말 좋아요 굿굿,0.0042
929,엄청 순해서 따가움같은건 전혀 없구요 7스킨이나 3스킨법할때도 정말 좋은것같아요,0.0042
930,콧물재형의 촉촉토너는 아닌데 트러블 완화에 진짜 큰도움되었던 제품,0.004
931,자극없이 순하고 닦토로 쓰기 좋아요 용량도 많아 오래 쓸수 있고 만족합니다,0.0042
932,이걸 사용하면 피부가 촉촉해지고 피부결이 확실히 정돈되는 걸 느껴요!,0.0035
933,가볍고 순해서 아침저녁 부담없이 쓰기 좋아요. 용량도 커서 잘 쓸것 같아요,0.0031
934,괜히 1위한 제품은 아닌듯 순하고 진정도되고 좋음,0.0054
935,매번 사용하고 있는데 피부도 예전에 비해 좋음,0.0043
936,닦토 오랜만에 하는데 그냥 물처럼 잘 닦이네요,0.0039
937,"자극없이 순하고
 거의 토너 식으로 사용했습니다
 닦토로도 좋을 것 같아요",0.004
938,계절에 상관없이 계속 손이 가는 토너는 얘뿐이에요,0.004
939,원래 유명한건 알고 있어서 일단 사보자했는데 기대했던거 보다 훨씬 좋아요!!💛💛,0.0039
940,사실 명성에 비해 그닥 좋다는 느낌은 못받았어요... 그냥... 무난해요,0.0035
941,"좋아용 원래사용하던제품이에여 조항요조하용조항요조
 좋아요",0.0034
942,매일 1일 1닦토하는데 자극이없고 순한느낌으로 쓰고있습니다 독도토너가 피부를 맑게해줘요,0.0053
943,"1년 사용중
 저렴하고 좋아요. 계속 사용할 예정",0.0035
944,"자극도 없고 순하고 좋아요
 용량도 크고 좋아요
 무난하니 좋네요",0.0038
945,"워낙 유명해서 구입햇는데
 용량도 커서 부담없이
 팩처럼 사용하기에도 좋고
 자극이 없어요",0.0039
946,항상 너무 잘 쓰고 있어요 믿고 쓰는 독도토너! 쵝오!,0.0042
947,무난무난하게 막 쓰기 좋응 토너예요 많이 팔리길~~,0.0035
948,믿고쓰는 독도 가격도 성분도 용량도 미쳤다 너무 좋아요,0.0039
949,순하고 용량도 커서 좋아요~ 떨어질때마다 재구매 중입니다,0.0041
950,전에 5병썼어요. 가격이 저력하고 효과 좋아요!,0.0041
951,아주 좋은 제품이에요. 계속 구매할게요~ ~~~~~,0.005
952,재구매 필수템이에요! 항상 쟁여두고 쓰는 토너에요,0.0034
953,복합성 피부인데 피지 많이 올라온 부위에 사용해주면 깨끗이 정리되는 것 같아요,0.0035
954,무난하고 순해서 이것만 써요. 편하게 퍽퍽 쓰기 좋아요,0.0033
955,"깔끔하고 비교적 순한 것 같아요
 잘 산 것 같습니다",0.0045
956,제가 향 진한건 싫어해서 향도 별로 없어서 부담없고 대용량이라 막 쓰기 좋아요,0.0038
957,대용량이라 닦는 토너로 좋네요~ 재구매 의사 있어요,0.0033
958,잘쓰고있어요~ 올리브영 후기 보고 산건데 완전 만족합니당,0.0062
959,지금도 잘쓰고 있어서 다 쓰면 재구매할 생각입니다,0.004
960,닦토 흡토 둘다사용했는데 7스킨팩 꾸준히했더니 얼굴에서 광이나요 또사려구용,0.0033
961,닦토할때에는 독도토너만큼 손이 잘가는 토너가 없을정도로 잘 쓰고있습니다!,0.0038
962,대용량이라서 팍팍쓰기 좋고 한번사면 오랫동안 쓸수 있어서 새로 사기 덜귀찮은느낌,0.0037
963,닦토로 사용하는 제품입니다 딱히계절상관없ㅇㄱ 쓸 수있어요,0.005
964,순해서 너무 좋아요 자극이 하나도없어서 앞으로도 애용할것같아요,0.0045
965,숭하빈다숭해여아주조아여 순합니다주아주야주야주좋야여,0.0042
966,매번쓰는거에요 용량많아좋고 닦토로 사용중입니다,0.0044
967,무난한게 제일 큰 장점인 거 같아요 순하고 좋아요,0.0035
968,용량도 크고 순한 느낌이라 피부에 자극없고 토너팩 할때도 편했어요~,0.0038
969,꾸준히 사용해서 몇번째 재구매중이에요!!! 순하고 좋아요,0.0044
970,자극없이 무난하게 쓰기에 좋은 토너입니다....,0.0044
971,"순해요 자극도 없어서 무난하게 잘써요
 피부 예민한편안데 이건 괜찮은거 같아요",0.0033
972,정말 무향이여서 거부감없고 이거 쓰고나서 피부가 더 진정되서 좋았어요 정말 추천합니다❤,0.0044
973,순하다고 해서 사봤는데 향도 진하지 않고 순해서 좋아요,0.0039
974,"역시 독도..
 닦토하기 좋고, 스킨팩하기 좋습니다!",0.0031
975,"엄청 커요
 몇 주 사용하고 있는데 특별한 단점은 보이지 않네요",0.0035
976,독도 토너 대용량은 진짜 양에서부터 확~ 다르죠^^ 순해서 좋아요,0.0033
